"Hallau","empty"
"Leibstadt","empty"
"Albbruck","empty"
"Laufenburg","empty"
"Bad Säckingen","empty"
"Schwörstadt","empty"
"Schwörstaddt, KW Ryburg-Schw.","empty"
"Rheinfelden","empty"
"Rheinfelden","empty"
"Augst","empty"
"Grenzach-Wyhlen","empty"
"Birsfelden","empty"
"Gorges de Court","empty"
"Choindez","empty"
"Undervelier, Blanches-Fontaine","empty"
"Chez Theurillat, Haute-Sorne","empty"
"Soyhières","empty"
"Laufen","empty"
"Laufen","empty"
"Zwingen","empty"
"Nenzlingen","empty"
"Grellingen","empty"
"Grellingen","empty"
"Grellingen","empty"
"Dornach","empty"
"Münchenstein","empty"
"Barrage de Kembs","empty"
"Barrage de Kembs","empty"
"Kembs, Loechle","empty"
"Grimsel, Chessituren","empty"
"Grimsel, Sommerloch u.Hospiz","empty"
"Grimsel, Sommerloch, u.Hospiz","empty"
"Handegg","empty"
"Handegg","empty"
"Handegg","empty"
"Handegg","empty"
"Guttannen, Blatti","empty"
"Innertkirchen, Underürbach","empty"
"Innertkirchen","empty"
"Underi-Furen, Innertkirchen","empty"
"Underi-Furen, Innertkirchen","empty"
"Hopflauenen","empty"
"Hopflauenen","empty"
"Innertkirchen","empty"
"Meiringen, Haselholz","empty"
"Meiringen","empty"
"Schattenhalb","empty"
"Schattenhalb","empty"
"Schattenhalb","empty"
"Brienz","empty"
"Grindelwald","empty"
"Lütschental","empty"
"Lauterbrunnen, Stechelberg","empty"
"Saxeten","empty"
"Wilderswil","empty"
"Interlaken, Kanal","empty"
"Unterseen","empty"
"Kandersteg, Eggeschwand","empty"
"Kandersteg, Zilfuri","empty"
"Kandersteg, Dorf","empty"
"Inner-Kandergrund","empty"
"Adelboden, Engstligenalp","empty"
"Reichenbach, Losplatte","empty"
"Adelboden, Moosweid","empty"
"Adelboden","empty"
"Längmad am Thunersee","empty"
"St. Stephan, Matten","empty"
"St. Stephan","empty"
"Boltigen, Garstatt","empty"
"Weissenburg","empty"
"Erlenbach","empty"
"Erlenbach","empty"
"Simmenfluh (Wimmis)","empty"
"Thun","empty"
"Thun","empty"
"Thun, Kanal (Uttigenstr.)","empty"
"Blumenstein","empty"
"Bern, Matte","empty"
"Engehalde","empty"
"Felsenau","empty"
"Buttenried","empty"
"Innergsteig","empty"
"Lauenen bei Gstaad","empty"
"Gsteig b.Gstaad","empty"
"Château d'Oex, Gérignoz","empty"
"Montbovon","empty"
"Lessoc","empty"
"Grandvillard","empty"
"Jaun","empty"
"Charmey, La Tzintre","empty"
"Charmey, Le Perré","empty"
"Broc","empty"
"Rossens","empty"
"Rossens","empty"
"Hauterive","empty"
"Fribourg, Maigrauge","empty"
"Fribourg, Oelberg","empty"
"Weissenburg_Del","empty"
"Schiffenen","empty"
"Niederried, Radelfingen","empty"
"Aarberg","empty"
"Kallnach","empty"
"Hagneck","empty"
"Hagneck","empty"
"La Dernier","empty"
"Vallorbe","empty"
"Les Clées","empty"
"Montcherand","empty"
"Orbe","empty"
"Orbe","empty"
"Orbe","empty"
"La Doux / St.Sulpice","empty"
"St.Sulpice","empty"
"Noiraigue, Le Furcil","empty"
"Brot - Dessous","empty"
"Brot-Dessous, Les Moyats","empty"
"Boudry, Combe-Garot","empty"
"Boudry","empty"
"Boudry","empty"
"Neuchâtel, Serrières","empty"
"Neuchâtel, Serrières","empty"
"Neuchâtel, Serrières","empty"
"La Serrière, Neuchâtel","empty"
"Sonceboz","empty"
"Péry, Rondchâtel","empty"
"Péry, Frinvillier","empty"
"Frinvillier","empty"
"Biel-Bözingen","empty"
"Bözingen","empty"
"Brügg","empty"
"Rüderswil","empty"
"Gohlhusbrügg, Lützelflüh","empty"
"Bätterkinden","empty"
"Bätterkinden","empty"
"Utzenstorf","empty"
"Wiler bei Utzenstorf","empty"
"Biberist","empty"
"Derendingen","empty"
"Luterbach","empty"
"Luterbach","empty"
"Riedholz","empty"
"Bannwil","empty"
"Oberwynau","empty"
"Schwarzhäusern","empty"
"Boningen","empty"
"Aarburg","empty"
"Olten","empty"
"Niedergösgen","empty"
"Aarau","empty"
"Aarau","empty"
"Aarau","empty"
"Auenstein","empty"
"Rupperswil","empty"
"Niederlenz","empty"
"Schinznach-Dorf","empty"
"Villnachern","empty"
"Döttingen","empty"
"Döttingen","empty"
"Klingnau, Gippingen","empty"
"Hospental","empty"
"Realp","empty"
"Realp","empty"
"Andermatt","empty"
"Göschenen","empty"
"Göschenen","empty"
"Göschenen","empty"
"Pfaffensprung","empty"
"Wassen, Pfaffensprung","empty"
"Gurtnellen","empty"
"Gurtnellen","empty"
"Bristen","empty"
"Amsteg","empty"
"Amsteg","empty"
"Amsteg","empty"
"Erstfeld, Ripshusen","empty"
"Erstfeld, Ripshusen","empty"
"Unterschächen","empty"
"Unterschächen","empty"
"Bürglen","empty"
"Bürglen","empty"
"Altdorf","empty"
"Isenthal","empty"
"Seedorf","empty"
"Seedorf","empty"
"Bisisthal, Sahli","empty"
"Bisisthal, Sahli","empty"
"Bisisthal","empty"
"Muotathal","empty"
"Muotathal","empty"
"Ibach","empty"
"Ibach","empty"
"Brunnen","empty"
"Steinen, Müliacher","empty"
"Beckenried","empty"
"Engelberg, Stalden","empty"
"Engelberg","empty"
"Engelberg","empty"
"Grafenort","empty"
"Grafenort","empty"
"Wolfenschiessen","empty"
"Wolfenschiessen, Flüglisloo","empty"
"Oberrickenbach","empty"
"Wolfenschiessen","empty"
"Buochs","empty"
"Lungern","empty"
"Kaiserstuhl","empty"
"Giswil","empty"
"Giswil","empty"
"Sachseln, Obflue","empty"
"Kerns, Stöckalp","empty"
"Kerns, Wisserlen","empty"
"Alpnach, Eichibrücke","empty"
"Stansstad, Rotzloch","empty"
"Luzern","empty"
"Wolhusen","empty"
"Malters","empty"
"Kriens/Obernau","empty"
"Littau","empty"
"Emmenbrücke","empty"
"Emmen","empty"
"Perlen, Buchrain","empty"
"Perlen, Root","empty"
"Unterägeri","empty"
"Neuägeri, Gmde Menzingen","empty"
"Lorzentobel, Nidfuren","empty"
"Lorzentobel","empty"
"Baar","empty"
"Friesencham, Cham","empty"
"Hagendorn","empty"
"Bremgarten","empty"
"Bremgarten","empty"
"Windisch","empty"
"Linthal, Ochsenstafel","empty"
"Linthal, Ochsenstafel","empty"
"Linthal, Tierfehd","empty"
"Linthal, Tierfehd","empty"
"Linthal, Tierfehd","empty"
"Linthal","empty"
"Linthal","empty"
"Linthal","empty"
"Linthal","empty"
"Linthal, Stachelberg","empty"
"Braunwald","empty"
"Rüti","empty"
"Rüti, Gmde Glarus Süd","empty"
"Diesbach","empty"
"Hätzingen","empty"
"Luchsingen","empty"
"Leuggelbach","empty"
"Haslen","empty"
"Schwanden","empty"
"Elm","empty"
"Matt","empty"
"Engi (Glarus Süd)","empty"
"Engi, Vorderdorf (Glarus Süd)","empty"
"Schwanden","empty"
"Schwanden","empty"
"Schwanden","empty"
"Schwanden","empty"
"Mitlödi","empty"
"Mitlödi (Glarus Süd)","empty"
"Ennenda","empty"
"Mitlödi, Gmde. Glarus Süd","empty"
"Ennenda, Alpenbrüggli","empty"
"Netstal","empty"
"Netstal","empty"
"Netstal","empty"
"Mels","empty"
"Mels, Steigs","empty"
"Mels","empty"
"Mels","empty"
"Plons, Gmde. Mels","empty"
"Flums","empty"
"Flums","empty"
"Flums, Rüfi","empty"
"Flums","empty"
"Walenstadt","empty"
"Flums","empty"
"Töbeli","empty"
"Mols, Tal","empty"
"Oberterzen","empty"
"Murgtal, Merlen","empty"
"Murgtal, Unter Plätz","empty"
"Murgtal, Unter Plätz","empty"
"Murgtal, Unter Plätz","empty"
"Murg, unterhalb Gödis","empty"
"Murg","empty"
"Amden, Muslen","empty"
"Rütiberg / Näfels","empty"
"Rütiberg / Näfels","empty"
"Näfels","empty"
"Niederurnen","empty"
"Ziegelbrücke","empty"
"Uznach","empty"
"Vorderthal, Rempen","empty"
"Siebnen","empty"
"Galgenen, Vorauen","empty"
"Rüti","empty"
"Altendorf","empty"
"Bäch","empty"
"Schindellegi","empty"
"Wollerau","empty"
"Schönenberg","empty"
"Zürich","empty"
"Zürich","empty"
"Zürich","empty"
"Dietikon","empty"
"Wettingen","empty"
"Wettingen","empty"
"Baden","empty"
"Baden","empty"
"Baden, Chappelerhof","empty"
"Untersiggenthal, Schiffmüli","empty"
"Untersiggenthal, Schiffmüli","empty"
"Turgi","empty"
"Turgi","empty"
"Untersiggenthal","empty"
"Hätzingen","empty"
"Ulrichen, Altstafel","empty"
"Oberwald, St. Niklaus","empty"
"Ulrichen, zum Loch","empty"
"Münster, Moos","empty"
"Wiler, Münster-Geschinen","empty"
"Reckingen","empty"
"Grafschaft","empty"
"Rappental","empty"
"Neubrigg","empty"
"Fieschertal","empty"
"Fiesch","empty"
"Niederernen","empty"
"Heiligkreuz, Längtal","empty"
"Heiligkreuz","empty"
"Mörel","empty"
"Mörel","empty"
"Bitsch","empty"
"Bitsch, Biel","empty"
"Naters","empty"
"Mund, In de Fäldu (Gem.Naters)","empty"
"Ried-Brig","empty"
"Ried-Brig","empty"
"Ried-Brig","empty"
"Brig-Glis","empty"
"Badhalte, Brig-Glis","empty"
"Ried-Brig","empty"
"Saas Almagell, Zermeiggern","empty"
"Saas Almagell, Zermeiggern","empty"
"Saas-Fee, Wichulti","empty"
"Stalden","empty"
"Mossjesee, Zermatt","empty"
"Zermatt","empty"
"Zermatt, Alterhaupt","empty"
"Zermatt","empty"
"Täsch","empty"
"St. Niklaus","empty"
"Eisten, VS","empty"
"Törbel, Gappil","empty"
"Stalden, Riedji","empty"
"Stalden, Ackersand","empty"
"Stalden, Ackersand","empty"
"Vispenterminen, Chrizji","empty"
"Vispenterminen, Stundhüs","empty"
"Baltschieder","empty"
"Tscherggen","empty"
"Unterbäch","empty"
"Eischoll","empty"
"Unterbäch","empty"
"Raron","empty"
"Niedergesteln, Turtig","empty"
"Niedergesteln","empty"
"Niedergesteln","empty"
"Blatten","empty"
"Blatten","empty"
"Wiler (Lötschen)","empty"
"Ferden","empty"
"Steg-Hohtenn","empty"
"Oberems","empty"
"Oberems","empty"
"Oberems, Meretschialp","empty"
"Turtmann, Müllacheren","empty"
"Dalaloch, Leuk-Stadt","empty"
"Chippis","empty"
"Grimentz-Lona, Val de Moiry","empty"
"Ayer, Mottec","empty"
"Ayer, Vissoie","empty"
"Ayer, Vissoie","empty"
"Chippis","empty"
"Croix / Ayent","empty"
"Chamarin / Ayent","empty"
"Crans-Montana, R. Bourgeoisie","empty"
"Icogne","empty"
"St-Léonard, Mangol","empty"
"St. Léonard","empty"
"Hérémence, Sauterot","empty"
"Hérémence","empty"
"Bramois","empty"
"Bramois","empty"
"Sion","empty"
"Siviez, Cleuson","empty"
"Savièse","empty"
"Arbaz","empty"
"Savièse","empty"
"Savièse","empty"
"Vétroz, Péteille","empty"
"Ardon","empty"
"Balavaud / Ardon","empty"
"Stafel","empty"
"Z'Mutt","empty"
"Ferpècle","empty"
"Arolla","empty"
"Riddes","empty"
"Fionnay","empty"
"Riddes","empty"
"Riddes","empty"
"Isérables","empty"
"Les Pontets, Riddes","empty"
"Riddes, Pied du Mont","empty"
"Fionnay, Mauvoisin","empty"
"Fionnay","empty"
"Riddes, Ecône","empty"
"Leytron","empty"
"Fully","empty"
"Fully","empty"
"Fully, Les Garettes","empty"
"Lac-Devant, Sorniot","empty"
"Champsec","empty"
"Le Châble, Bagnes","empty"
"Bagnes, Profray","empty"
"Pas-du Lein","empty"
"Vollèges","empty"
"L'Hospitalet","empty"
"Bourg-St-Pierre, La Delise","empty"
"Liddes","empty"
"Le Niollet, Champex","empty"
"Orsières","empty"
"Orsières","empty"
"Pt. de la Tsi / Liddes","empty"
"Sembrancher, Les Moulins","empty"
"Martigny-Bourg","empty"
"Martigny-Combe","empty"
"Le Châtelard","empty"
"Le Châtelard","empty"
"Vallorcine","empty"
"Finhaut","empty"
"Salvan, Alpage de Barberine","empty"
"Vallorcine","empty"
"Vernayaz","empty"
"Vernayaz","empty"
"Martigny","empty"
"Vernayaz","empty"
"Vernayaz, Miéville","empty"
"Giétroz du Fond","empty"
"Clusanfe","empty"
"Collonges","empty"
"Evionnaz, La Rasse","empty"
"Lavey","empty"
"La Peuffeyre","empty"
"Bex","empty"
"Bex","empty"
"Le Bevieux","empty"
"Etrivouez, Grand Paradis","empty"
"La Frassenaye, Val d'Jlliez","empty"
"Monthey","empty"
"Monthey, Les Nants","empty"
"Monthey","empty"
"Vionnaz, Beffeux","empty"
"Les Diablerets, Le Plan","empty"
"Ormont-Dessous, Le Pont","empty"
"Ormont - Dessous, Le Pont","empty"
"Aigle, En la Douve","empty"
"Fontanney, Les Farettes","empty"
"Les Farettes, Aigle","empty"
"Vouvry, Haut du Village","empty"
"Saint-Gingolph, Vignolles","empty"
"Veytaux, Chillon","empty"
"Montreux, Sonzier","empty"
"Les Planches, Taulan","empty"
"Rivaz","empty"
"Aubonne","empty"
"Lavigny","empty"
"Genève","empty"
"Veyrier, Iles de Vessy","empty"
"Russin","empty"
"Avully / Chancy","empty"
"Challex","empty"
"Les Brenets, La Rançonnière","empty"
"Les Planchettes","empty"
"Les Planchettes","empty"
"Echelles de la Mort","empty"
"Le Noirmont","empty"
"Bedretto, Ossasco","empty"
"Motti della Bolla","empty"
"Airolo","empty"
"Cap.dei Morti","empty"
"Airolo, Launc","empty"
"Piotta","empty"
"Piotta","empty"
"Rodi-Fiesso","empty"
"Prato Leventina, P. di Masc.","empty"
"Faido","empty"
"Dalpe","empty"
"Lavorgo, Nivo di Chironico","empty"
"Chironico","empty"
"Personico","empty"
"Ghirone","empty"
"Olivone","empty"
"Biasca","empty"
"Mesocco, Spina","empty"
"Mesocco, Spina","empty"
"Mesocco, Camou","empty"
"Soazza","empty"
"Lostallo, Rura","empty"
"Piani di Verdabbio","empty"
"Grono, Oltra","empty"
"Roveredo","empty"
"Giubiasco","empty"
"Giubiasco","empty"
"Gordola","empty"
"Tenero","empty"
"Piano di Peccia","empty"
"Piano di Peccia","empty"
"Robiei","empty"
"San Carlo","empty"
"Broglio, Corsgèla in Lavizarra","empty"
"Cavergno","empty"
"Brissago","empty"
"Brissago","empty"
"Campo Vallemaggia","empty"
"Cerentino, Collinasca","empty"
"Someo, Giumaglio","empty"
"Palagnedra","empty"
"Tegna, Ponte Brolla","empty"
"Sonvico","empty"
"Sigirino (Monteceneri)","empty"
"Maroggia","empty"
"Gabi","empty"
"Gondo, San Marco","empty"
"Gondo, Tannuwald","empty"
"Poschiavo, Alpe Palü","empty"
"Poschiavo, Bernina","empty"
"Poschiavo, Cavaglia","empty"
"S. Carlo, Robbia","empty"
"San Carlo, Pedecosta","empty"
"Campocologno","empty"
"Campocologno","empty"
"Casaccia","empty"
"Casaccia","empty"
"Plancanin","empty"
"Casaccia","empty"
"Casaccia","empty"
"Casaccia","empty"
"Murtaira","empty"
"Bondo","empty"
"Promontogno, Gmde. Bregaglia","empty"
"Castasegna","empty"
"Silvaplana","empty"
"Scuol","empty"
"Celerina","empty"
"Roseg, Samedan","empty"
"Pontresina, Morteratsch","empty"
"Samedan","empty"
"Madulain","empty"
"Susch","empty"
"Lavin","empty"
"Guarda-Giarsun Gmd. Scuol","empty"
"Ardez","empty"
"Tarasp","empty"
"Scuol","empty"
"Strada","empty"
"Samnaun-Compatch","empty"
"Samnaun-Compatsch","empty"
"Zernez","empty"
"Zernez","empty"
"Zernez","empty"
"Scuol","empty"
"Martina","empty"
"Nauders, A","empty"
"Prutz","empty"
"Sta.Maria","empty"
"Müstair/Chasseras","empty"
