"Anlage_Energieträger","Anlagentyp","Leistung [kW]","Anlage_Inbetriebnahme","PLZ","Ort","Anlage_Kanto"
"Photovoltaik","Angebaute Anlage","357.3","15.01.15","9525","Lenggenwil","SG"
"Photovoltaik","Integrierte Anlage","358.5","21.12.12","8114","Dänikon","ZH"
"Photovoltaik","Angebaute Anlage","359.1","09.12.13","1007","Lausanne","VD"
"Photovoltaik","Angebaute Anlage","359.2","20.06.11","4410","Liestal","BL"
"Photovoltaik","Angebaute Anlage","359.3","30.03.15","5313","Klingnau","AG"
"Photovoltaik","Angebaute Anlage","360","22.12.11","1242","Satigny","GE"
"Photovoltaik","Angebaute Anlage","361.9","22.03.16","5634","Merenschwand","AG"
"Photovoltaik","Angebaute Anlage","362.8","16.12.13","3946","Turtmann","VS"
"Photovoltaik","Angebaute Anlage","365","26.02.15","9630","Wattwil","SG"
"Photovoltaik","Integrierte Anlage","366.1","11.12.09","8934","Knonau","ZH"
"Photovoltaik","Angebaute Anlage","366.5","10.09.09","8542","Wiesendangen","ZH"
"Photovoltaik","Angebaute Anlage","367.2","01.12.11","4712","Laupersdorf","SO"
"Photovoltaik","Angebaute Anlage","369.2","30.03.15","6213","Knutwil","LU"
"Photovoltaik","Angebaute Anlage","369.6","01.12.10","3076","Worb SBB","BE"
"Photovoltaik","Angebaute Anlage","369.6","31.03.16","6154","Hofstatt","LU"
"Photovoltaik","Angebaute Anlage","370.1","29.11.11","8304","Wallisellen","ZH"
"Photovoltaik","Angebaute Anlage","370.2","17.12.13","8352","Elsau","ZH"
"Photovoltaik","Angebaute Anlage","370.5","12.11.10","6215","Beromünster","LU"
"Photovoltaik","Angebaute Anlage","372.1","05.12.13","8604","Volketswil","ZH"
"Photovoltaik","Angebaute Anlage","373","26.09.17","8535","Herdern","TG"
"Photovoltaik","Angebaute Anlage","374","08.08.12","6252","Dagmersellen","LU"
"Photovoltaik","Integrierte Anlage","374.6","24.08.11","6018","Buttisholz","LU"
"Photovoltaik","Angebaute Anlage","374.9","25.06.15","3661","Uetendorf","BE"
"Photovoltaik","Integrierte Anlage","375","20.12.12","1126","Vaux-sur-Morges","VD"
"Photovoltaik","Angebaute Anlage","375.7","05.11.12","8725","Ernetschwil","SG"
"Photovoltaik","Integrierte Anlage","376.2","20.12.13","6246","Altishofen","LU"
"Photovoltaik","Angebaute Anlage","376.2","30.09.15","9220","Bischofszell","TG"
"Photovoltaik","Integrierte Anlage","378","12.09.12","1746","Prez-vers-Noréaz","FR"
"Photovoltaik","Angebaute Anlage","378.7","04.09.12","4712","Laupersdorf","SO"
"Photovoltaik","Angebaute Anlage","380.2","15.12.11","4912","Aarwangen","BE"
"Photovoltaik","Angebaute Anlage","380.5","10.04.15","2545","Selzach","SO"
"Photovoltaik","Integrierte Anlage","380.9","18.07.14","6206","Neuenkirch","LU"
"Photovoltaik","Angebaute Anlage","383.8","30.03.15","9630","Wattwil","SG"
"Photovoltaik","Angebaute Anlage","383.8","23.12.11","3940","Steg","VS"
"Photovoltaik","Angebaute Anlage","386.1","09.10.14","9325","Roggwil","TG"
"Photovoltaik","Angebaute Anlage","386.2","26.09.16","5634","Merenschwand","AG"
"Photovoltaik","Angebaute Anlage","387","11.08.15","9325","Roggwil","TG"
"Photovoltaik","Angebaute Anlage","387.5","13.03.15","8226","Schleitheim","SH"
"Photovoltaik","Angebaute Anlage","391.1","16.01.15","2088","Cressier","NE"
"Photovoltaik","Angebaute Anlage","392.5","23.06.10","4900","Langenthal","BE"
"Photovoltaik","Angebaute Anlage","392.5","23.06.10","4900","Langenthal","BE"
"Photovoltaik","Integrierte Anlage","393.4","06.12.13","1417","Essertines-sur-Yverdon","VD"
"Photovoltaik","Integrierte Anlage","393.4","06.12.13","1417","Essertines-sur-Yverdon","VD"
"Photovoltaik","Angebaute Anlage","395.6","28.02.17","8308","Agasul","ZH"
"Photovoltaik","Angebaute Anlage","396.3","08.12.14","7402","Bonaduz","GR"
"Photovoltaik","Angebaute Anlage","396.9","02.05.12","4543","Deitingen","SO"
"Photovoltaik","Angebaute Anlage","397.3","01.12.13","4127","Birsfelden","BL"
"Photovoltaik","Angebaute Anlage","398.8","03.03.15","CH-6025","Neudorf","LU"
"Photovoltaik","Angebaute Anlage","398.8","18.09.15","6277","Kleinwangen","LU"
"Photovoltaik","Angebaute Anlage","401.8","05.06.13","6055","Alpnach Dorf","OW"
"Photovoltaik","Angebaute Anlage","401.8","28.09.11","3604","Thun","BE"
"Photovoltaik","Angebaute Anlage","401.9","28.09.12","7013","Domat/Ems","GR"
"Photovoltaik","Angebaute Anlage","404.3","18.12.12","5618","Bettwil","AG"
"Photovoltaik","Angebaute Anlage","406","21.12.12","9050","Appenzell","AI"
"Photovoltaik","Integrierte Anlage","408.5","20.09.12","6300","Zug","ZG"
"Photovoltaik","Integrierte Anlage","409.9","14.09.16","1530","Payerne","VD"
"Photovoltaik","Angebaute Anlage","410.1","19.08.15","3465","Dürrenroth","BE"
"Photovoltaik","Angebaute Anlage","410.8","19.12.13","3207","Wileroltigen","BE"
"Photovoltaik","Angebaute Anlage","411.2","01.11.08","3713","Reichenbach","BE"
"Photovoltaik","Angebaute Anlage","411.5","25.03.13","9315","Winden","TG"
"Photovoltaik","Angebaute Anlage","413","16.12.11","1242","Satigny","GE"
"Photovoltaik","Angebaute Anlage","415.4","27.11.08","9201","Gossau","SG"
"Photovoltaik","Angebaute Anlage","415.5","30.03.15","8512","Lustdorf","TG"
"Photovoltaik","Angebaute Anlage","416.9","30.09.16","8934","Knonau","ZH"
"Photovoltaik","Angebaute Anlage","417.6","15.12.11","3600","Thun","BE"
"Photovoltaik","Integrierte Anlage","420.7","31.07.12","1688","Sommentier","FR"
"Photovoltaik","Angebaute Anlage","422.7","01.11.11","3661","Uetendorf","BE"
"Photovoltaik","Angebaute Anlage","428.6","14.04.10","3063","Ittigen","BE"
"Photovoltaik","Angebaute Anlage","429.5","31.03.16","2042","Valangin","NE"
"Photovoltaik","Integrierte Anlage","430.8","29.11.13","1585","Salavaux","VD"
"Photovoltaik","Angebaute Anlage","432.1","28.12.11","1920","Martigny","VS"
"Photovoltaik","Integrierte Anlage","434","20.12.11","1757","Noréaz","FR"
"Photovoltaik","Angebaute Anlage","435.6","21.12.12","2350","Saignelegier","JU"
"Photovoltaik","Angebaute Anlage","436.3","05.11.13","4704","Niederbipp","BE"
"Photovoltaik","Integrierte Anlage","436.4","20.07.12","6017","Ruswil","LU"
"Photovoltaik","Angebaute Anlage","437.5","25.09.12","4955","Gondiswil","BE"
"Photovoltaik","Angebaute Anlage","438.7","18.12.14","3510","Konolfingen","BE"
"Photovoltaik","Angebaute Anlage","444.9","20.12.13","2557","Studen","BE"
"Photovoltaik","Integrierte Anlage","445.3","30.04.10","4543","Deitingen","SO"
"Photovoltaik","Angebaute Anlage","446.8","11.04.13","1728","Rossens","FR"
"Photovoltaik","Angebaute Anlage","447.5","09.12.11","3272","Walperswil","BE"
"Photovoltaik","Angebaute Anlage","450","27.11.13","8717","Benken","SG"
"Photovoltaik","Angebaute Anlage","452","20.12.10","4132","Muttenz","BL"
"Photovoltaik","Angebaute Anlage","452.4","06.12.13","3645","Gwatt","BE"
"Photovoltaik","Angebaute Anlage","452.4","25.03.15","8305","Dietlikon","ZH"
"Photovoltaik","Angebaute Anlage","453.2","24.03.16","1124","Gollion","VD"
"Photovoltaik","Integrierte Anlage","458.6","23.03.17","6060","Sarnen","OW"
"Photovoltaik","Angebaute Anlage","459","22.04.14","3053","Münchenbuchsee","BE"
"Photovoltaik","Integrierte Anlage","462.6","15.12.11","6331","Hünenberg","ZG"
"Photovoltaik","Angebaute Anlage","463.6","31.03.15","9470","Buchs","SG"
"Photovoltaik","Angebaute Anlage","470.1","29.03.16","8911","Rifferswil","ZH"
"Photovoltaik","Angebaute Anlage","473","24.03.16","2900","Porrentruy","JU"
"Photovoltaik","Integrierte Anlage","476.4","28.09.12","2947","Charmoille","JU"
"Photovoltaik","Angebaute Anlage","477.8","31.10.12","9545","Wängi","TG"
"Photovoltaik","Angebaute Anlage","480.7","21.11.13","7000","Chur","GR"
"Photovoltaik","Angebaute Anlage","485.3","30.03.16","6210","Sursee","LU"
"Photovoltaik","Angebaute Anlage","487.2","18.09.15","9326","Horn","TG"
"Photovoltaik","Angebaute Anlage","495.5","26.09.12","9104","Waldstatt","AR"
"Photovoltaik","Angebaute Anlage","496.2","19.12.13","8226","Schleitheim","SH"
"Photovoltaik","Integrierte Anlage","496.9","28.09.12","1582","Donatyre","VD"
"Photovoltaik","Angebaute Anlage","497.3","26.09.16","1623","Semsales","FR"
"Photovoltaik","Angebaute Anlage","498.4","12.08.16","3292","Busswil b. Büren","BE"
"Photovoltaik","Angebaute Anlage","499.3","10.12.13","6056","Kägiswil","OW"
"Photovoltaik","Angebaute Anlage","509.8","18.08.15","8335","Hittnau","ZH"
"Photovoltaik","Angebaute Anlage","511.8","22.08.12","9435","Heerbrugg","SG"
"Photovoltaik","Angebaute Anlage","514.8","17.03.17","8704","Herrliberg","ZH"
"Photovoltaik","Angebaute Anlage","516","13.09.12","8544","Attikon","ZH"
"Photovoltaik","Angebaute Anlage","523.6","22.12.14","1373","Chavornay","VD"
"Photovoltaik","Angebaute Anlage","523.7","07.08.13","3205","Gümmenen","BE"
"Photovoltaik","Angebaute Anlage","524.3","19.12.13","8048","Zürich","ZH"
"Photovoltaik","Angebaute Anlage","526.3","07.11.14","4600","Olten","SO"
"Photovoltaik","Angebaute Anlage","526.7","31.03.16","7324","Vilters","SG"
"Photovoltaik","Angebaute Anlage","526.8","27.09.12","1052","Le Mont-sur-Lausanne","VD"
"Photovoltaik","Angebaute Anlage","526.8","27.09.12","1052","Le Mont-sur-Lausanne","VD"
"Photovoltaik","Angebaute Anlage","529.4","27.03.15","1214","Vernier","GE"
"Photovoltaik","Angebaute Anlage","530.6","09.10.14","8586","Andwil","TG"
"Photovoltaik","Angebaute Anlage","531","28.03.17","8903","Birmensdorf","ZH"
"Photovoltaik","Angebaute Anlage","531.7","30.03.16","5013","Niedergösgen","SO"
"Photovoltaik","Angebaute Anlage","532.4","14.12.11","9430","St.Margrethen","SG"
"Photovoltaik","Angebaute Anlage","532.6","27.10.11","3306","Etzelkofen","BE"
"Photovoltaik","Angebaute Anlage","535.5","16.08.13","3186","Düdingen","FR"
"Photovoltaik","Angebaute Anlage","539.2","26.09.13","8360","Eschlikon","TG"
"Photovoltaik","Angebaute Anlage","545.7","31.03.15","5704","Egliswil","AG"
"Photovoltaik","Angebaute Anlage","545.7","16.12.11","1184","Vinzel","VD"
"Photovoltaik","Integrierte Anlage","546","23.12.11","6147","Altbüron","LU"
"Photovoltaik","Angebaute Anlage","552.6","14.12.13","1607","Palézieux-Village","VD"
"Photovoltaik","Angebaute Anlage","554.9","17.12.09","1024","Ecublens","VD"
"Photovoltaik","Integrierte Anlage","555.6","31.12.11","4564","Obergerlafingen","SO"
"Photovoltaik","Integrierte Anlage","560.7","11.06.12","2875","Montfaucon","JU"
"Photovoltaik","Angebaute Anlage","566.1","30.03.17","8556","Illhart","TG"
"Photovoltaik","Angebaute Anlage","567","01.04.10","6370","Stans","NW"
"Photovoltaik","Angebaute Anlage","567.3","30.12.13","7203","Trimmis","GR"
"Photovoltaik","Angebaute Anlage","568.3","06.10.11","1696","Vuisternens-en-Ogoz","FR"
"Photovoltaik","Angebaute Anlage","571","22.09.16","1893","Colombey-Muraz","VS"
"Photovoltaik","Angebaute Anlage","571","18.09.15","3422","Kirchberg","BE"
"Photovoltaik","Angebaute Anlage","572.9","17.12.09","1024","Ecublens","VD"
"Photovoltaik","Angebaute Anlage","574.1","24.05.13","4623","Neuendorf","SO"
"Photovoltaik","Angebaute Anlage","578.3","15.10.11","8934","Knonau","ZH"
"Photovoltaik","Angebaute Anlage","579.8","18.09.12","6233","Büron","LU"
"Photovoltaik","Angebaute Anlage","585.3","17.12.12","3435","Ramsei","BE"
"Photovoltaik","Angebaute Anlage","586.6","23.12.13","4950","Huttwil","BE"
"Photovoltaik","Angebaute Anlage","589.6","30.03.16","6210","Sursee","LU"
"Photovoltaik","Integrierte Anlage","591.3","22.11.10","1695","Estavayer-le-Gibloux","FR"
"Photovoltaik","Angebaute Anlage","593.7","27.05.11","9200","Gossau","SG"
"Photovoltaik","Integrierte Anlage","594.4","12.12.13","1226","Thônex","GE"
"Photovoltaik","Integrierte Anlage","594.8","21.12.11","1352","Agiez","VD"
"Photovoltaik","Angebaute Anlage","598.6","23.12.13","4938","Rohrbach","BE"
"Photovoltaik","Integrierte Anlage","599","18.12.12","1092","Belmont-s-Lausanne","VD"
"Photovoltaik","Angebaute Anlage","599.3","17.12.10","9545","Wängi","TG"
"Photovoltaik","Angebaute Anlage","602.7","30.03.17","1424","Champagne","VD"
"Photovoltaik","Angebaute Anlage","603.7","29.09.15","1762","Givisiez","FR"
"Photovoltaik","Angebaute Anlage","604","25.06.13","6055","Alpnach Dorf","OW"
"Photovoltaik","Angebaute Anlage","611.3","27.05.13","3111","Tägertschi","BE"
"Photovoltaik","Angebaute Anlage","614","14.09.12","1950","Sion","VS"
"Photovoltaik","Angebaute Anlage","618.8","20.12.13","3543","Emmenmatt","BE"
"Photovoltaik","Angebaute Anlage","624","31.03.16","3270","Aarberg","BE"
"Photovoltaik","Angebaute Anlage","628.5","28.09.12","6002","Luzern","LU"
"Photovoltaik","Integrierte Anlage","629.7","28.10.11","3415","Hasle-Rüegsau","BE"
"Photovoltaik","Angebaute Anlage","630","01.12.11","9200","Gossau","SG"
"Photovoltaik","Angebaute Anlage","630.2","18.08.15","4900","Langenthal","BE"
"Photovoltaik","Angebaute Anlage","638.4","07.09.12","3380","Wangen an der Aare","BE"
"Photovoltaik","Integrierte Anlage","644.3","26.02.12","6340","Baar","ZG"
"Photovoltaik","Angebaute Anlage","646.4","14.11.14","4621","Härkingen","SO"
"Photovoltaik","Angebaute Anlage","648.2","15.01.12","4495","Zeglingen","BL"
"Photovoltaik","Angebaute Anlage","649","13.12.13","4005","Basel","BS"
"Photovoltaik","Angebaute Anlage","655","22.12.09","1217","Meyrin","GE"
"Photovoltaik","Integrierte Anlage","655.9","15.08.14","9300","Wittenbach","SG"
"Photovoltaik","Angebaute Anlage","661.8","18.12.15","3645","Gwatt","BE"
"Photovoltaik","Angebaute Anlage","663","31.03.16","9533","Kirchberg","SG"
"Photovoltaik","Integrierte Anlage","672.9","23.05.13","4704","Niederbipp","BE"
"Photovoltaik","Angebaute Anlage","678","13.09.16","7302","Maienfeld","GR"
"Photovoltaik","Angebaute Anlage","680","29.09.16","8157","Dielsdorf","ZH"
"Photovoltaik","Angebaute Anlage","687.6","06.12.13","8500","Frauenfeld","TG"
"Photovoltaik","Angebaute Anlage","692.2","17.03.17","6072","Sachseln","OW"
"Photovoltaik","Integrierte Anlage","699.3","28.09.12","7537","Müstair","GR"
"Photovoltaik","Angebaute Anlage","702.3","31.03.16","6207","Nottwil","LU"
"Photovoltaik","Angebaute Anlage","707.9","15.12.11","7013","Domat/Ems","GR"
"Photovoltaik","Angebaute Anlage","712.3","02.07.09","1219","Le Lignon","GE"
"Photovoltaik","Angebaute Anlage","714.7","03.02.17","6020","Emmenbrücke","LU"
"Photovoltaik","Angebaute Anlage","716.2","22.12.12","9216","Hohentannen","TG"
"Photovoltaik","Angebaute Anlage","717.8","14.12.11","9472","Grabs","SG"
"Photovoltaik","Angebaute Anlage","723.1","18.09.09","6005","Luzern","LU"
"Photovoltaik","Angebaute Anlage","726.1","08.09.11","6247","Schötz","LU"
"Photovoltaik","Angebaute Anlage","733.7","24.06.16","8586","Erlen","TG"
"Photovoltaik","Integrierte Anlage","736.6","05.04.12","8957","Spreitenbach","AG"
"Photovoltaik","Angebaute Anlage","738.3","31.03.16","6017","Ruswil","LU"
"Photovoltaik","Angebaute Anlage","740","24.12.13","7205","Zizers","GR"
"Photovoltaik","Angebaute Anlage","757.5","26.11.10","1806","St-Légier-La Chiésaz","VD"
"Photovoltaik","Angebaute Anlage","764.5","20.12.12","8590","Romanshorn","TG"
"Photovoltaik","Angebaute Anlage","766.4","30.12.13","1350","Orbe","VD"
"Photovoltaik","Angebaute Anlage","766.9","19.12.13","8508","Homburg","TG"
"Photovoltaik","Angebaute Anlage","770.1","17.09.15","7302","Landquart","GR"
"Photovoltaik","Angebaute Anlage","773.3","24.03.16","2800","Delémont","JU"
"Photovoltaik","Angebaute Anlage","778.2","27.11.12","8580","Hatswil","TG"
"Photovoltaik","Angebaute Anlage","796.8","30.03.16","8500","Frauenfeld","TG"
"Photovoltaik","Angebaute Anlage","805.5","28.10.13","4142","Münchenstein","BL"
"Photovoltaik","Angebaute Anlage","814.6","27.03.15","6204","Sempach","LU"
"Photovoltaik","Angebaute Anlage","815.6","30.09.15","2046","Fontaines","NE"
"Photovoltaik","Angebaute Anlage","829.9","31.03.16","1580","Avenches","VD"
"Photovoltaik","Angebaute Anlage","835.8","17.05.13","9642","Ebnat-Kappel","SG"
"Photovoltaik","Angebaute Anlage","848.9","08.11.10","6023","Rothenburg","LU"
"Photovoltaik","Integrierte Anlage","856.9","08.11.13","6362","Stansstad","NW"
"Photovoltaik","Integrierte Anlage","856.9","08.11.13","6362","Stansstad","NW"
"Photovoltaik","Angebaute Anlage","857.4","21.12.11","3960","Sierre","VS"
"Photovoltaik","Angebaute Anlage","857.5","26.09.16","1260","Nyon","VD"
"Photovoltaik","Integrierte Anlage","859.3","21.12.12","8261","Hemishofen","SH"
"Photovoltaik","Angebaute Anlage","865","24.03.16","5522","Tägerig","AG"
"Photovoltaik","Angebaute Anlage","866.2","29.09.16","1432","Belmont","VD"
"Photovoltaik","Angebaute Anlage","872","20.12.11","4938","Rohrbach","BE"
"Photovoltaik","Angebaute Anlage","872","20.12.11","4938","Rohrbach","BE"
"Photovoltaik","Angebaute Anlage","872.1","30.07.14","6153","Ufhusen","LU"
"Photovoltaik","Angebaute Anlage","879.3","31.08.16","1627","Vaulruz","FR"
"Photovoltaik","Angebaute Anlage","899.3","01.12.11","4104","Oberwil","BL"
"Photovoltaik","Angebaute Anlage","913.1","27.05.14","4624","Härkingen","SO"
"Photovoltaik","Angebaute Anlage","915.2","30.09.16","1163","Etoy","VD"
"Photovoltaik","Angebaute Anlage","916.1","19.03.15","5103","Wildegg","AG"
"Photovoltaik","Angebaute Anlage","917.4","19.02.16","8556","Illhart","TG"
"Photovoltaik","Angebaute Anlage","947.1","20.12.13","6855","Stabio","TI"
"Photovoltaik","Integrierte Anlage","972.9","13.12.13","5064","Wittnau","AG"
"Photovoltaik","Integrierte Anlage","976.5","29.06.12","6156","Luthern","LU"
"Photovoltaik","Angebaute Anlage","976.8","20.12.13","4133","Pratteln","BL"
"Photovoltaik","Angebaute Anlage","980.7","20.12.13","5612","Villmergen","AG"
"Photovoltaik","Angebaute Anlage","1'001.6","28.02.12","1031","Mex","VD"
"Photovoltaik","Angebaute Anlage","1'002.9","22.12.11","1907","Saxon","VS"
"Photovoltaik","Angebaute Anlage","1'009.8","20.12.13","4612","Wangen bei Olten","SO"
"Photovoltaik","Angebaute Anlage","1'015.0","22.12.11","1618","Châtel-St-Denis","FR"
"Photovoltaik","Angebaute Anlage","1'025.5","10.12.14","5630","Muri","AG"
"Photovoltaik","Angebaute Anlage","1'041.1","27.03.15","1165","Allaman","VD"
"Photovoltaik","Angebaute Anlage","1'075.9","06.03.15","8902","Urdorf","ZH"
"Photovoltaik","Angebaute Anlage","1'081.1","28.12.11","8957","Spreitenbach","AG"
"Photovoltaik","Angebaute Anlage","1'081.1","06.01.15","3535","Schüpbach","BE"
"Photovoltaik","Angebaute Anlage","1'091.6","12.12.13","1907","Saxon","VS"
"Photovoltaik","Angebaute Anlage","1'096.7","22.09.16","6048","Horw","LU"
"Photovoltaik","Angebaute Anlage","1'136.2","16.09.16","6371","Stans","NW"
"Photovoltaik","Angebaute Anlage","1'138.2","24.05.13","4623","Neuendorf","SO"
"Photovoltaik","Integrierte Anlage","1'144.0","21.11.11","6133","Hergiswil","LU"
"Photovoltaik","Angebaute Anlage","1'175.2","28.09.12","7000","Chur","GR"
"Photovoltaik","Angebaute Anlage","1'196.2","24.11.11","8514","Amlikon-Bissegg","TG"
"Photovoltaik","Angebaute Anlage","1'212.3","22.11.10","9630","Wattwil","SG"
"Photovoltaik","Angebaute Anlage","1'213.4","26.02.15","4628","Wolfwil","SO"
"Photovoltaik","Angebaute Anlage","1'228.0","25.10.13","1310","Daillens","VD"
"Photovoltaik","Angebaute Anlage","1'234.6","21.12.12","9500","Wil","SG"
"Photovoltaik","Angebaute Anlage","1'260.6","14.01.15","3422","Rüdtligen","BE"
"Photovoltaik","Angebaute Anlage","1'302.2","30.03.15","1564","Domdidier","FR"
"Photovoltaik","Angebaute Anlage","1'421.9","30.12.16","1530","Payerne","VD"
"Photovoltaik","Angebaute Anlage","1'470.0","21.12.12","8952","Zürich Mülligen","ZH"
"Photovoltaik","Angebaute Anlage","1'508.0","24.03.15","6023","Rothenburg","LU"
"Photovoltaik","Integrierte Anlage","1'541.1","17.08.09","6934","Bioggio","TI"
"Photovoltaik","Angebaute Anlage","1'566.3","27.09.12","3076","Worb","BE"
"Photovoltaik","Angebaute Anlage","1'568.0","19.09.12","1214","Vernier","GE"
"Photovoltaik","Angebaute Anlage","1'685.1","30.12.12","2942","Alle","JU"
"Photovoltaik","Integrierte Anlage","1'706.9","13.12.11","4057","Basel","BS"
"Photovoltaik","Angebaute Anlage","2'025.6","21.12.12","1902","Evionnaz","VS"
"Photovoltaik","Angebaute Anlage","2'064.6","21.12.13","4310","Rheinfelden","AG"
"Photovoltaik","Angebaute Anlage","2'105.0","17.06.15","2504","Biel","BE"
"Photovoltaik","Angebaute Anlage","2'126.8","25.03.15","7302","Landquart","GR"
"Photovoltaik","Angebaute Anlage","2'222.5","03.09.10","1024","Ecublens","VD"
"Photovoltaik","Angebaute Anlage","2'343.5","21.09.15","8500","Frauenfeld","TG"
"Photovoltaik","Angebaute Anlage","2'418.8","24.05.13","4623","Neuendorf","SO"
"Photovoltaik","Angebaute Anlage","2'533.1","30.09.16","1462","Yvonand","VD"
"Photovoltaik","Angebaute Anlage","2'993.6","30.11.09","4303","Kaiseraugst","AG"
"Photovoltaik","Angebaute Anlage","3'620.0","30.07.13","4623","Neuendorf","SO"
"Photovoltaik","Angebaute Anlage","5'762.1","29.09.15","4528","Zuchwil","SO"
"Photovoltaik","Angebaute Anlage","8'303.2","30.11.16","1425","Onnens","V"
